职位名称,公司名称,工作地点,参考月薪,学历要求,发布时间,岗位职责
项目经理,厦门百应融资租赁有限责任公司,厦门市思明区,11500,本科,2019-5-13 17:19,岗位职责：1、开发潜在客户，完成部门下达的各项业务指标；2、负责客户拜访、沟通、谈判、评估和签约等工作，以及公司内外部流程的推进；3、负责融资租赁方案的设计、初步谈判和操作实施；4、协助相关部门进...
投资测算专员,厦门旅游集团有限公司,厦门市湖里区,0,硕士研究生,2019-5-13 17:15,岗位职责：1、负责收集国内外宏观政策信息，行业发展动态趋势，定期提交分析报告；2、负责对公司意向投资项目进行研究、分析、测算，提出初步可行性研究分析报告；3、负责考察意向合作方，提出合作对象的选择...
投资发展专员,厦门旅游集团有限公司,厦门市湖里区,0,硕士研究生,2019-5-13 17:15,岗位职责：1、协助部门领导，侧重负责子公司的投资项目流程管理；2、协助子公司完成相应投资分析报告；3、为部门负责的投资项目搜集和提供法规政策、法律事务、财务管理、企业规范化管理等各方面咨询意见和建...
渠道专员,厦门瑞云丰泽网络科技有限公司,厦门市海沧区,7500,,2019-5-13 17:13,岗位职责：1.主要负责公司的期货业务的运营及推广2.对营销业务部门日常管理负责3.及时完成上级下达的工作，贯彻公司的经营理念和工作方针以各项规章制度，推动完成公司下达的业务指标4.协助参与公司有关培训...
投资顾问,厦门瑞云丰泽网络科技有限公司,厦门市海沧区,6500,大专,2019-5-13 17:13,岗位职责：1、根据公司产品特点，为客户建立、提供专业的投资管理咨询服务；2、公司分配优质的客户资源，和客户建立良好的合作关系，从而完成个人业绩指标；3、维护好新老客户，协助客户进场交易，提供专业的...
市场专员,厦门瑞云丰泽网络科技有限公司,厦门市海沧区、厦门市,15000,大专,2019-5-13 17:13,岗位职责：1、执行并完成公司的销售计划和安排，保质保量完成日常工作；2、整理日常工作执行情况，汇总及相应日报表；3、有金融行业销售优先考虑；任职资格：1、大专及以上学历（有电销、网销、面销相关经...
投资经理,厦门络缇时尚集团股份有限公司,厦门市,9500,硕士研究生,2019-5-13 17:12,岗位职责：1.参与公司战略规划和投资计划的编制和修订，研究行业政策走向，开展消费升级相关行业的专项调研报告；2.寻找投资项目， 考察意向合作方，对合作客户进行调查；3.对意向项目进行初步研究、分析，提...
投资管理经理,厦门络缇时尚集团股份有限公司,厦门市,9500,本科,2019-5-13 17:12,岗位职责：1.对部门所承担的各项工作（如董事会秘书、投资企业运营监控与信息反馈、投资项目实施和投资档案管理等）履行审核、把关职责；2.推动母子公司管理体系的建议与完善；组织制订投资管理相关制度；3.负...
高级投资分析师,厦门络缇时尚集团股份有限公司,厦门市,12500,本科,2019-5-13 17:12,岗位职责：1.独立完成指定行业调研报告；2.独立完成投资项目的项目调研和报告；3.跟踪合适的投资项目，进行前期客户沟通，制定合理的投资方案；4.关注国内外宏观经济环境、行业变化趋势，定期汇总宏观、行业...
投资发展部经理,厦门络缇时尚集团股份有限公司,厦门市,12500,硕士研究生,2019-5-13 17:12,岗位职责：1.负责公司投资发展战略及短、中、长期规划的编制并推动实施；2.根据公司年度发展目标，组织制订本部门年度工作目标，分解落实目标计划，确定行动措施；3.与政府部门、银行、券商及相关行业保持紧密...
融资经理,厦门络缇时尚集团股份有限公司,厦门市,12500,本科,2019-5-13 17:12,岗位职责：1.协助部门经理拟定或修订融资管理相关制度，建立完善投融资管理工作体系；2.根据公司情况编制公司融资解决方案，撰写融资报告，负责公司融资方案的具体实施和操作，完成项目资金的引入；3.建立、维...
投资管理/风控专员,厦门络缇时尚集团股份有限公司,厦门市,7000,本科,2019-5-13 17:12,岗位职责：1、负责集团及下属分子公司报董事会的各种请示、报告等收文的处理与相关决议事项的办理，本部门其它日常收、发文管理；政府主管部门相关资料填报，建立完善集团投资项目备查登记与内部资料积累；2、协...
客户经理,厦门二十二世纪管理咨询股份有限公司,厦门市思明区,11500,,2019-5-13 17:11,岗位职责：1、开发意向客户，完成业绩指标；2、做好客户沟通、服务，维护客户关系；3、开拓目标客户，发展潜在客户，扩大业务范围；4、积极配合业务团队，完成团队业绩指标。5、有客户资源者优先。岗...
业务专员,厦门二十二世纪管理咨询股份有限公司,厦门市思明区,15000,高中,2019-5-13 17:11,岗位职责：1、开发意向客户，完成业绩指标；2、做好客户沟通、服务，维护客户关系；3、开拓目标客户，发展潜在客户，扩大业务范围；4、积极配合业务团队，完成团队业绩指标。5、有客户资源者优先。岗...
金融专员,厦门二十二世纪管理咨询股份有限公司,厦门市思明区,15000,本科,2019-5-13 17:11,岗位职责：1、开发意向客户，完成业绩指标；2、做好客户沟通、服务，维护客户关系；3、开拓目标客户，发展潜在客户，扩大业务范围；4、积极配合业务团队，完成团队业绩指标。5、有客户资源者优先。岗...
团队经理/高级团队经理,华康海宇财富管理有限公司厦门分公司,厦门市、厦门市思明区,15000,大专,2019-5-13 17:06,职位信息【岗位职责】1、协助分公司总经理制定团队销售策略并有效执行，管理本部门员工，协助员工达成业绩任务；2、对团队成员进行专业知识及业务能力的训练和辅导，实行监督考核；3、了解团队成员日常工作...
私人银行家/理财经理,华康海宇财富管理有限公司厦门分公司,福建省、厦门市、厦门市思明区,22500,大专,2019-5-13 17:06,【岗位职责】1、通过对高端客户的综合理财需求分析，针对公司丰富的金融产品做好高净值客户的资产配置，帮助客户制定资产配置方案、并向客户提供专业的理财建议；2、开发中高端客户，与客户建立长期良好关系；...
理财规划师/高级理财规划师,华康海宇财富管理有限公司厦门分公司,福建省、厦门市、厦门市思明区,11500,大专,2019-5-13 17:06,【岗位职责】1、通过对高端客户的综合理财需求分析，针对公司丰富的金融产品做好高净值客户的资产配置，帮助客户制定资产配置方案、并向客户提供专业的理财建议；2、通过各类渠道，接触并筛选有效客户；3、通...
资深理财规划师/首席理财规划师,华康海宇财富管理有限公司厦门分公司,福建省、厦门市、厦门市思明区,17500,大专,2019-5-13 17:06,【岗位职责】1、通过对高端客户的综合理财需求分析，针对公司丰富的金融产品做好高净值客户的资产配置，帮助客户制定资产配置方案、并向客户提供专业的理财建议；2、通过各类渠道，接触并筛选有效客户；3、通...
分公司副总/业务总监,华康海宇财富管理有限公司厦门分公司,福建省、厦门市、厦门市思明区,22500,大专,2019-5-13 17:06,【岗位职责】1、协助分总做好营销人员管理工作，根据业务目标及分公司营销计划和营销策略，达成团队销售目标；2、负责招聘组建管理和业务团队，并对团队进行监督和指导； 3、结合一线销售需求，及时向公司提出...
房产投资专员/经理,快推房盟（厦门）科技有限公司,厦门市,45000,大专,2019-5-13 17:01,工作内容：1.主要走访门店，跟门店经纪人合作；2.门店经纪人推荐的房源，进行看房判断；3.公司签约该房屋，进行升级改造，然后通过包装进行销售。职位要求：1.从事过二手房地产3年以上（店长优先）；2...
业务员,厦门仟佰帆投资咨询有限公司,厦门市湖里区,15000,,2019-5-13 17:01,1.无学历，无经验要求，只要你肯努力。
渠道经理岗,华西证券股份有限公司厦门分公司,厦门市思明区,11500,大专,2019-5-13 16:54,工作地点：福建省厦门市思明区民族路50号世纪中心601/602岗位职责：1、负责辖区内银行合作关系的开拓和维护；2、完成公司对渠道经理的业绩考核；3、收集市场信息、了解渠道需求，并向公司提出合理化建议。...
证券经纪人,华西证券股份有限公司厦门分公司,厦门市思明区,15000,大专,2019-5-13 16:54,证券经纪人任职条件（一）具有大专以上学历和完全民事行为能力；（二）品行端正，具有良好的职业道德；（三）具有符合公司要求的客户招揽和客户服务能力；（四）通过《证券市场基础知识》、《证券交易》或《...
渠道管理岗,华西证券股份有限公司厦门分公司,厦门市,7500,本科,2019-5-13 16:54,（无证勿投，无证勿投，无证勿投，无证勿投，）（无证勿投，无证勿投，无证勿投，无证勿投，）工作地点：福建省厦门市思明区民族路50号世纪中心601/602岗位职责：1、负责辖区内银行合作关系的开拓和维护（主要）；2...
